0.00	0.349
0.17	1.052
0.35	0.3142
0.52	0.2563
0.69	0.2336
0.86	0.1746
1.03	0.06897
1.21	0.2611
1.38	0.7063
1.55	0.8456
1.72	0.1924
1.89	0.07416
2.06	0.1487
2.24	0.1793
2.41	0.2219
2.58	0.4221
2.75	0.937
2.92	0.3834
3.10	0.1785
3.27	0.07275
3.44	0.05573
3.61	0.1157
3.78	0.2605
3.95	0.7804
4.13	0.7169
4.30	0.2529
4.47	0.1096
4.64	0.08469
4.81	0.05687
4.99	0.19
5.16	0.4317
5.33	1
5.50	0.2699
5.67	0.2513
5.85	0.2114
6.02	0.1195
6.19	0.05203
6.36	0.2712
6.53	0.9199
6.70	0.638
6.88	0.3113
7.05	0.07248
7.22	0.04128
7.39	0.1519
7.56	0.2828
7.74	0.4129
7.91	1.022
8.08	0.2688
8.25	0.1594
8.42	0.1813
8.59	0.1824
8.77	0.1153
8.94	0.2311
9.11	0.9107
9.28	0.6396
9.45	0.1866
9.63	0.02282
9.80	0.07995
9.97	0.1048
10.14	0.2394
10.31	0.5414
10.48	0.8714
10.66	0.3164
10.83	0.1479
11.00	0.06487
11.17	0.08711
11.34	0.1501
11.52	0.3139
11.69	0.8634
11.86	0.5759
12.03	0.301
12.20	0.1704
12.38	0.08626
12.55	0.04383
12.72	0.2539
12.89	0.6663
13.06	0.8669
13.23	0.2281
13.41	0.1759
13.58	0.2206
13.75	0.1897
13.92	0.1043
14.09	0.2645
14.27	1.006
14.44	0.5225
14.61	0.321
14.78	0.2014
14.95	0.06469
15.12	0.09601
15.30	0.3132
15.47	0.5417
15.64	0.9437
15.81	0.1953
15.98	0.1866
16.16	0.1901
16.33	0.1747
16.50	0.1497
16.67	0.3368
16.84	0.9001
17.02	0.5191
17.19	0.22
17.36	0.05603
17.53	0.08189
17.70	0.1347
17.87	0.2426
18.05	0.6316
18.22	0.8285
18.39	0.2738
18.56	0.1463
18.73	0.1055
18.91	0.1047
19.08	0.1641
19.25	0.294
19.42	0.9845
19.59	0.427
19.76	0.3118
19.94	0.1797
20.11	0.03837
20.28	0.06875
20.45	0.2871
20.62	0.7374
20.80	0.8411
20.97	0.2932
21.14	0.03483
21.31	0.1374
21.48	0.1641
21.66	0.1998
21.83	0.2866
22.00	1.008
22.17	0.4357
22.34	0.2623
22.51	0.1878
22.69	0.1148
22.86	0.02958
23.03	0.2982
23.20	0.7525
23.37	0.7975
23.55	0.1788
23.72	0.06431
23.89	0.06452
24.06	0.1101
24.23	0.2098
24.40	0.399
24.58	0.9139
24.75	0.4045
24.92	0.1834
25.09	0.09027
25.26	0.117
25.44	0.1164
25.61	0.2375
25.78	0.7693
25.95	0.7474
26.12	0.3098
26.29	0.1236
26.47	0.05057
26.64	0.1171
26.81	0.2606
26.98	0.4785
27.15	0.9512
27.33	0.2663
27.50	0.2601
27.67	0.2048
27.84	0.09881
28.01	0.03758
28.19	0.3246
28.36	0.8457
28.53	0.7473
28.70	0.3376
28.87	0.09456
29.04	0.05258
29.22	0.1867
29.39	0.3124
29.56	0.3677
29.73	0.9616
29.90	0.3463
30.08	0.2546
30.25	0.1803
30.42	0.1078
30.59	0.1125
30.76	0.3358
30.93	0.8178
31.11	0.6826
31.28	0.2409
31.45	0.108
31.62	0.09618
31.79	0.08841
31.97	0.1863
32.14	0.4956
32.31	0.9156
32.48	0.3451
32.65	0.1804
32.83	0.1166
33.00	0.1083
33.17	0.1234
33.34	0.1844
33.51	0.8843
33.68	0.6243
33.86	0.3151
34.03	0.08255
34.20	0.06786
34.37	0.1626
34.54	0.2719
34.72	0.5413
34.89	0.9864
35.06	0.2677
35.23	0.138
35.40	0.1952
35.57	0.1598
35.75	0.1064
35.92	0.2573
36.09	0.8756
36.26	0.6467
36.43	0.2989
36.61	0.1184
36.78	0.03106
36.95	0.1117
37.12	0.317
37.29	0.5398
37.46	0.9133
37.64	0.2167
37.81	0.105
37.98	0.07625
38.15	0.1038
38.32	0.151
38.50	0.2725
38.67	0.8668
38.84	0.5402
39.01	0.2234
39.18	0.09513
39.36	0.08771
39.53	0.06582
39.70	0.2067
39.87	0.6394
40.04	0.8712
40.21	0.3148
40.39	0.13
40.56	0.1175
40.73	0.1545
40.90	0.21
41.07	0.2964
41.25	0.9524
41.42	0.4283
41.59	0.3193
41.76	0.1297
41.93	0.02149
42.10	0.1527
42.28	0.3474
42.45	0.6428
42.62	0.9463
42.79	0.2976
42.96	0.04256
43.14	0.1427
43.31	0.2084
43.48	0.2567
43.65	0.2717
43.82	0.9287
44.00	0.5533
44.17	0.2486
44.34	0.1155
44.51	0.08158
44.68	0.1406
44.85	0.3467
45.03	0.68
45.20	0.8286
45.37	0.2863
45.54	0.1394
45.71	0.07582
45.89	0.01711
46.06	0.1371
46.23	0.3693
46.40	0.9025
46.57	0.4636
46.74	0.2602
46.92	0.1342
47.09	0.09308
47.26	0.0658
47.43	0.1726
47.60	0.7493
47.78	0.809
47.95	0.2575
48.12	0.05393
48.29	0.171
48.46	0.1875
48.64	0.2296
48.81	0.3671
48.98	1.03
49.15	0.3156
49.32	0.2533
49.49	0.2095
49.67	0.1245
49.84	0.05833
50.01	0.2979
50.18	0.7089
50.35	0.841
50.53	0.2562
50.70	0.01355
50.87	0.09313
51.04	0.1759
51.21	0.2816
51.38	0.3617
51.56	0.9663
51.73	0.361
51.90	0.1503
52.07	0.05188
52.24	0.08762
52.42	0.07043
52.59	0.2288
52.76	0.7679
52.93	0.7145
53.10	0.2416
53.27	0.1001
53.45	0.07742
53.62	0.03327
53.79	0.1846
53.96	0.5002
54.13	0.9408
54.31	0.3241
54.48	0.1994
54.65	0.1792
54.82	0.148
54.99	0.1289
55.17	0.2206
55.34	0.8657
55.51	0.6255
55.68	0.3251
55.85	0.0587
56.02	0.1261
56.20	0.2083
56.37	0.3041
56.54	0.4186
56.71	1.037
56.88	0.2937
57.06	0.1651
57.23	0.1862
57.40	0.1939
57.57	0.137
57.74	0.2425
57.91	0.8272
58.09	0.7051
58.26	0.1905
58.43	0.02176
58.60	0.1164
58.77	0.1939
58.95	0.3218
59.12	0.4954
59.29	0.9064
59.46	0.3438
59.63	0.1539
59.81	0.0743
59.98	0.05751
60.15	0.1201
60.32	0.2925
60.49	0.8342
60.66	0.6424
60.84	0.3118
61.01	0.1436
61.18	0.08717
61.35	0.02174
61.52	0.1801
61.70	0.5702
61.87	0.9071
62.04	0.2121
62.21	0.1842
62.38	0.2186
62.55	0.1637
62.73	0.1366
62.90	0.2684
63.07	0.9965
63.24	0.4973
63.41	0.3283
63.59	0.1625
63.76	0.0469
63.93	0.1117
64.10	0.3084
64.27	0.5395
64.45	0.947
64.62	0.2328
64.79	0.1524
64.96	0.1656
65.13	0.1903
65.30	0.1759
65.48	0.247
65.65	0.9064
65.82	0.5207
65.99	0.1792
66.16	0.005314
66.34	0.0599
66.51	0.04464
66.68	0.2497
66.85	0.6152
67.02	0.8556
67.19	0.2547
67.37	0.1557
67.54	0.07076
67.71	0.06686
67.88	0.1734
68.05	0.3401
68.23	0.9156
68.40	0.444
68.57	0.3001
68.74	0.1697
68.91	0.1057
69.08	0.0161
69.26	0.2297
69.43	0.7152
69.60	0.7958
69.77	0.2665
69.94	0.09849
70.12	0.2
70.29	0.2258
70.46	0.1753
70.63	0.2868
70.80	1.016
70.98	0.4377
71.15	0.2534
71.32	0.2051
71.49	0.1172
71.66	0.03664
71.83	0.2825
72.01	0.6658
72.18	0.8307
72.35	0.1642
72.52	0.1066
72.69	0.1609
72.87	0.1904
73.04	0.259
73.21	0.3692
73.38	0.9445
73.55	0.4603
73.72	0.1657
73.90	0.08144
74.07	0.08947
74.24	0.1193
74.41	0.2429
74.58	0.7228
74.76	0.775
74.93	0.3239
75.10	0.1382
75.27	0.1025
75.44	0.08795
75.62	0.2041
75.79	0.391
75.96	0.9413
76.13	0.3388
76.30	0.2585
76.47	0.1839
76.65	0.08396
76.82	0.08986
76.99	0.2914
77.16	0.8682
77.33	0.7043
77.51	0.3421
77.68	0.05705
77.85	0.08206
78.02	0.1693
78.19	0.2804
78.37	0.3941
78.54	0.9714
78.71	0.3688
78.88	0.2585
79.05	0.1835
79.22	0.1153
79.40	0.08032
79.57	0.2682
79.74	0.7812
79.91	0.7123
80.08	0.1663
